날짜,순위,제목,가수
2024-10-21,17,Supersonic,프로미스나인
2024-10-21,18,Cherish (My Love),아일릿(ILLIT)
2024-10-21,19,MEOW,MEOVV (미야오)
2024-10-21,20,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU(악뮤)
2024-10-21,21,How Sweet,NewJeans
2024-10-21,22,소나기,이클립스 (ECLIPSE)
2024-10-21,23,Kill It,aespa
2024-10-21,24,Armageddon,aespa
2024-10-21,25,네모네모,YENA (최예나)
2024-10-21,26,Flowers,aespa
2024-10-21,27,Small girl (feat. 도경수(D.O.)),이영지
2024-10-21,28,예뻤어,DAY6 (데이식스)
2024-10-21,29,SOS,FIFTY FIFTY
2024-10-21,30,Sticky,KISS OF LIFE
2024-10-21,31,첫 만남은 계획대로 되지 않아,TWS (투어스)
2024-10-21,32,Magnetic,아일릿(ILLIT)
2024-10-21,33,천상연,이창섭
2024-10-21,34,나는 아픈 건 딱 질색이니까,(여자)아이들
2024-10-21,35,Love wins all,아이유(IU)
2024-10-21,36,"Flights, Not Feelings",aespa
2024-10-21,37,Bubble Gum,NewJeans
2024-10-21,38,그리운건 그대일까 그때일까 (A Sleepless Night),씨엔블루(CNBLUE)
2024-10-21,39,클락션 (Klaxon),(여자)아이들
2024-10-21,40,별별별 (See that?),NMIXX
2024-10-21,41,에피소드,이무진
2024-10-21,42,Gravity,FIFTY FIFTY
2024-10-21,43,Congratulations,DAY6 (데이식스)
2024-10-21,44,Love me or Leave me,DAY6 (데이식스)
2024-10-21,45,Hype Boy,NewJeans
2024-10-21,46,해야 (HEYA),IVE (아이브)
2024-10-21,47,청춘만화,이무진
2024-10-21,48,Pink Hoodie,aespa
2024-10-21,49,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션(Nerd Connection)
2024-10-21,50,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴(Paul Kim)
2024-10-21,51,Just Another Girl,aespa
2024-10-21,52,Touch,KATSEYE
2024-10-21,53,I AM,IVE (아이브)
2024-10-21,54,그녀가 웃었다,DAY6 (데이식스)
2024-10-21,55,밤양갱,비비(BIBI)
2024-10-21,56,주저하는 연인들을 위해,잔나비
2024-10-21,57,Ditto,NewJeans
2024-10-21,58,To. X,태연 (TAEYEON)
2024-10-21,59,숲,최유리
2024-10-21,60,Cruel Summer,Taylor Swift(테일러 스위프트)
2024-10-21,61,비의 랩소디,임재현
2024-10-21,62,Attention,NewJeans
2024-10-21,63,너의 모든 순간,성시경
2024-10-21,64,ETA,NewJeans
2024-10-21,65,CRAZY,LE SSERAFIM (르세라핌)
2024-10-21,66,태양물고기,윤하(Younha/ユンナ)
2024-10-21,67,SPOT! (feat. JENNIE),지코 (ZICO)
2024-10-21,68,아직 거기 살아,DAY6 (데이식스)
2024-10-21,69,Boom Boom Bass,RIIZE
2024-10-21,70,헤어지자 말해요,박재정
2024-10-21,71,슬픈 초대장,순순희 (지환)
2024-10-21,72,Live My Life,aespa
2024-10-21,73,인사,범진
2024-10-21,74,내가 S면 넌 나의 N이 되어줘,TWS (투어스)
2024-10-21,75,사건의 지평선,윤하(Younha/ユンナ)
2024-10-21,76,Super Shy,NewJeans
2024-10-21,77,미안해 미워해 사랑해,Crush
2024-10-21,78,Steal The Show (From “엘리멘탈”),Lauv(라우브)
2024-10-21,79,Drama,aespa
2024-10-21,80,Cosmic,Red Velvet (레드벨벳)
2024-10-21,81,사랑인가 봐,멜로망스(MeloMance)
2024-10-21,82,청혼하지 않을 이유를 못 찾았어,이무진
2024-10-21,83,Blue Moon,엔플라잉(N.Flying)
2024-10-21,84,After LIKE,IVE (아이브)
2024-10-21,85,Spicy,aespa
2024-10-21,86,Girls Never Die,tripleS (트리플에스)
2024-10-21,87,오래된 노래,허각
2024-10-21,88,LOVE DIVE,IVE (아이브)
2024-10-21,89,Dangerously,Charlie Puth(찰리 푸스)
2024-10-21,90,Get A Guitar,RIIZE
2024-10-21,91,New Jeans,NewJeans
2024-10-21,92,Love Lee,AKMU(악뮤)
2024-10-21,93,OMG,NewJeans
2024-10-21,94,사랑은 늘 도망가,임영웅
2024-10-21,95,SHEESH,BABYMONSTER
2024-10-21,96,그랬나봐,유회승 (엔플라잉)
2024-10-21,97,MANIAC,VIVIZ (비비지)
2024-10-21,98,Accendio,IVE (아이브)
2024-10-21,99,LOVE ATTACK,RESCENE (리센느)
2024-10-21,100,Seven (feat. Latto) - Clean Ver.,정국
2024-10-22,1,APT.,로제(ROSÉ)
2024-10-22,2,Mantra,제니 (JENNIE)
2024-10-22,3,Whiplash,aespa
2024-10-22,4,UP (KARINA Solo),aespa
2024-10-22,5,HAPPY,DAY6 (데이식스)
2024-10-22,6,내 이름 맑음,QWER
2024-10-22,7,Supernova,aespa
2024-10-22,8,녹아내려요,DAY6 (데이식스)
2024-10-22,9,Drowning,WOODZ
2024-10-22,10,달랐을까,PLAVE
2024-10-22,11,"LOVE, MONEY, FAME (feat. DJ Khaled)",세븐틴(SEVENTEEN)
2024-10-22,12,내게 사랑이 뭐냐고 물어본다면,로이킴
2024-10-22,13,Welcome to the Show,DAY6 (데이식스)
2024-10-22,14,Cherish (My Love),아일릿(ILLIT)
2024-10-22,15,고민중독,QWER
2024-10-22,16,Supernatural,NewJeans
2024-10-22,17,Supersonic,프로미스나인
2024-10-22,18,한 페이지가 될 수 있게,DAY6 (데이식스)
2024-10-22,19,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU(악뮤)
2024-10-22,20,MEOW,MEOVV (미야오)
2024-10-22,21,소나기,이클립스 (ECLIPSE)
2024-10-22,22,How Sweet,NewJeans
2024-10-22,23,네모네모,YENA (최예나)
2024-10-22,24,Armageddon,aespa
2024-10-22,25,Small girl (feat. 도경수(D.O.)),이영지
2024-10-22,26,예뻤어,DAY6 (데이식스)
2024-10-22,27,Flowers,aespa
2024-10-22,28,Sticky,KISS OF LIFE
2024-10-22,29,SOS,FIFTY FIFTY
2024-10-22,30,Kill It,aespa
2024-10-22,31,첫 만남은 계획대로 되지 않아,TWS (투어스)
2024-10-22,32,Magnetic,아일릿(ILLIT)
2024-10-22,33,나는 아픈 건 딱 질색이니까,(여자)아이들
2024-10-22,34,Bubble Gum,NewJeans
2024-10-22,35,천상연,이창섭
2024-10-22,36,Love wins all,아이유(IU)
2024-10-22,37,클락션 (Klaxon),(여자)아이들
2024-10-22,38,별별별 (See that?),NMIXX
2024-10-22,39,그래도 돼,조용필
2024-10-22,40,청춘만화,이무진
2024-10-22,41,그리운건 그대일까 그때일까 (A Sleepless Night),씨엔블루(CNBLUE)
2024-10-22,42,Gravity,FIFTY FIFTY
2024-10-22,43,에피소드,이무진
2024-10-22,44,Congratulations,DAY6 (데이식스)
2024-10-22,45,해야 (HEYA),IVE (아이브)
2024-10-22,46,Love me or Leave me,DAY6 (데이식스)
2024-10-22,47,그녀가 웃었다,DAY6 (데이식스)
2024-10-22,48,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션(Nerd Connection)
2024-10-22,49,Hype Boy,NewJeans
2024-10-22,50,"Flights, Not Feelings",aespa
2024-10-22,51,Ditto,NewJeans
2024-10-22,52,주저하는 연인들을 위해,잔나비
2024-10-22,53,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴(Paul Kim)
2024-10-22,54,숲,최유리
2024-10-22,55,비의 랩소디,임재현
2024-10-22,56,Cruel Summer,Taylor Swift(테일러 스위프트)
2024-10-22,57,I AM,IVE (아이브)
2024-10-22,58,To. X,태연 (TAEYEON)
2024-10-22,59,아직 거기 살아,DAY6 (데이식스)
2024-10-22,60,밤양갱,비비(BIBI)
2024-10-22,61,너의 모든 순간,성시경
2024-10-22,62,Touch,KATSEYE
2024-10-22,63,ETA,NewJeans
2024-10-22,64,Pink Hoodie,aespa
2024-10-22,65,Attention,NewJeans
2024-10-22,66,CRAZY,LE SSERAFIM (르세라핌)
2024-10-22,67,헤어지자 말해요,박재정
2024-10-22,68,태양물고기,윤하(Younha/ユンナ)
2024-10-22,69,슬픈 초대장,순순희 (지환)
2024-10-22,70,SPOT! (feat. JENNIE),지코 (ZICO)
2024-10-22,71,미안해 미워해 사랑해,Crush
2024-10-22,72,Live My Life,aespa
2024-10-22,73,Just Another Girl,aespa
2024-10-22,74,Boom Boom Bass,RIIZE
2024-10-22,75,인사,범진
2024-10-22,76,Super Shy,NewJeans
2024-10-22,77,내가 S면 넌 나의 N이 되어줘,TWS (투어스)
2024-10-22,78,사건의 지평선,윤하(Younha/ユンナ)
2024-10-22,79,Steal The Show (From “엘리멘탈”),Lauv(라우브)
2024-10-22,80,청혼하지 않을 이유를 못 찾았어,이무진
2024-10-22,81,사랑인가 봐,멜로망스(MeloMance)
2024-10-22,82,Spicy,aespa
2024-10-22,83,Girls Never Die,tripleS (트리플에스)
2024-10-22,84,Drama,aespa
2024-10-22,85,Cosmic,Red Velvet (레드벨벳)
2024-10-22,86,Dangerously,Charlie Puth(찰리 푸스)
2024-10-22,87,오래된 노래,허각
2024-10-22,88,Blue Moon,엔플라잉(N.Flying)
2024-10-22,89,사랑은 늘 도망가,임영웅
2024-10-22,90,After LIKE,IVE (아이브)
2024-10-22,91,Love Lee,AKMU(악뮤)
2024-10-22,92,OMG,NewJeans
2024-10-22,93,그랬나봐,유회승 (엔플라잉)
2024-10-22,94,Get A Guitar,RIIZE
2024-10-22,95,Die With A Smile,Lady GaGa(레이디 가가)
2024-10-22,96,LOVE DIVE,IVE (아이브)
2024-10-22,97,Seven (feat. Latto) - Clean Ver.,정국
2024-10-22,98,MANIAC,VIVIZ (비비지)
2024-10-22,99,LOVE ATTACK,RESCENE (리센느)
2024-10-22,100,New Jeans,NewJeans
2024-10-23,1,APT.,로제(ROSÉ)
2024-10-23,2,Mantra,제니 (JENNIE)
2024-10-23,3,Whiplash,aespa
2024-10-23,4,UP (KARINA Solo),aespa
2024-10-23,5,내 이름 맑음,QWER
2024-10-23,6,HAPPY,DAY6 (데이식스)
2024-10-23,7,Supernova,aespa
2024-10-23,8,달랐을까,PLAVE
2024-10-23,9,녹아내려요,DAY6 (데이식스)
2024-10-23,10,Drowning,WOODZ
2024-10-23,11,내게 사랑이 뭐냐고 물어본다면,로이킴
2024-10-23,12,Welcome to the Show,DAY6 (데이식스)
2024-10-23,13,"LOVE, MONEY, FAME (feat. DJ Khaled)",세븐틴(SEVENTEEN)
2024-10-23,14,고민중독,QWER
2024-10-23,15,Supersonic,프로미스나인
2024-10-23,16,Supernatural,NewJeans
2024-10-23,17,Cherish (My Love),아일릿(ILLIT)
2024-10-23,18,한 페이지가 될 수 있게,DAY6 (데이식스)
2024-10-23,19,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU(악뮤)
2024-10-23,20,MEOW,MEOVV (미야오)
2024-10-23,21,How Sweet,NewJeans
2024-10-23,22,네모네모,YENA (최예나)
2024-10-23,23,소나기,이클립스 (ECLIPSE)
2024-10-23,24,Armageddon,aespa
2024-10-23,25,예뻤어,DAY6 (데이식스)
2024-10-23,26,Small girl (feat. 도경수(D.O.)),이영지
2024-10-23,27,Bloom,볼빨간사춘기
2024-10-23,28,Sticky,KISS OF LIFE
2024-10-23,29,청춘만화,이무진
2024-10-23,30,SOS,FIFTY FIFTY
2024-10-23,31,첫 만남은 계획대로 되지 않아,TWS (투어스)
2024-10-23,32,나는 아픈 건 딱 질색이니까,(여자)아이들
2024-10-23,33,천상연,이창섭
2024-10-23,34,Bubble Gum,NewJeans
2024-10-23,35,클락션 (Klaxon),(여자)아이들
2024-10-23,36,Magnetic,아일릿(ILLIT)
2024-10-23,37,Love wins all,아이유(IU)
2024-10-23,38,별별별 (See that?),NMIXX
2024-10-23,39,에피소드,이무진
2024-10-23,40,해야 (HEYA),IVE (아이브)
2024-10-23,41,Love me or Leave me,DAY6 (데이식스)
2024-10-23,42,Gravity,FIFTY FIFTY
2024-10-23,43,Flowers,aespa
2024-10-23,44,그리운건 그대일까 그때일까 (A Sleepless Night),씨엔블루(CNBLUE)
2024-10-23,45,Hype Boy,NewJeans
2024-10-23,46,Congratulations,DAY6 (데이식스)
2024-10-23,47,Kill It,aespa
2024-10-23,48,그녀가 웃었다,DAY6 (데이식스)
2024-10-23,49,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션(Nerd Connection)
2024-10-23,50,주저하는 연인들을 위해,잔나비
2024-10-23,51,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴(Paul Kim)
2024-10-23,52,Ditto,NewJeans
2024-10-23,53,비의 랩소디,임재현
2024-10-23,54,밤양갱,비비(BIBI)
2024-10-23,55,Touch,KATSEYE
2024-10-23,56,숲,최유리
2024-10-23,57,I AM,IVE (아이브)
2024-10-23,58,Cruel Summer,Taylor Swift(테일러 스위프트)
2024-10-23,59,Attention,NewJeans
2024-10-23,60,아직 거기 살아,DAY6 (데이식스)
2024-10-23,61,ETA,NewJeans
2024-10-23,62,너의 모든 순간,성시경
2024-10-23,63,To. X,태연 (TAEYEON)
2024-10-23,64,슬픈 초대장,순순희 (지환)
2024-10-23,65,헤어지자 말해요,박재정
2024-10-23,66,태양물고기,윤하(Younha/ユンナ)
2024-10-23,67,내가 S면 넌 나의 N이 되어줘,TWS (투어스)
2024-10-23,68,인사,범진
2024-10-23,69,SPOT! (feat. JENNIE),지코 (ZICO)
2024-10-23,70,CRAZY,LE SSERAFIM (르세라핌)
2024-10-23,71,Super Shy,NewJeans
2024-10-23,72,Live My Life,aespa
2024-10-23,73,Boom Boom Bass,RIIZE
2024-10-23,74,사건의 지평선,윤하(Younha/ユンナ)
2024-10-23,75,미안해 미워해 사랑해,Crush
2024-10-23,76,"Flights, Not Feelings",aespa
2024-10-23,77,사랑인가 봐,멜로망스(MeloMance)
2024-10-23,78,Steal The Show (From “엘리멘탈”),Lauv(라우브)
2024-10-23,79,Pink Hoodie,aespa
2024-10-23,80,Girls Never Die,tripleS (트리플에스)
2024-10-23,81,그래도 돼,조용필
2024-10-23,82,Drama,aespa
2024-10-23,83,오래된 노래,허각
2024-10-23,84,Cosmic,Red Velvet (레드벨벳)
2024-10-23,85,Spicy,aespa
2024-10-23,86,OMG,NewJeans
2024-10-23,87,청혼하지 않을 이유를 못 찾았어,이무진
2024-10-23,88,After LIKE,IVE (아이브)
2024-10-23,89,Blue Moon,엔플라잉(N.Flying)
2024-10-23,90,Dangerously,Charlie Puth(찰리 푸스)
2024-10-23,91,Just Another Girl,aespa
2024-10-23,92,LOVE DIVE,IVE (아이브)
2024-10-23,93,Love Lee,AKMU(악뮤)
2024-10-23,94,사랑은 늘 도망가,임영웅
2024-10-23,95,MANIAC,VIVIZ (비비지)
2024-10-23,96,I Don’t Think That I Like Her,Charlie Puth(찰리 푸스)
2024-10-23,97,Die With A Smile,Lady GaGa(레이디 가가)
2024-10-23,98,Get A Guitar,RIIZE
2024-10-23,99,Seven (feat. Latto) - Clean Ver.,정국
2024-10-23,100,New Jeans,NewJeans
2024-10-24,1,APT.,로제(ROSÉ)
2024-10-24,2,Whiplash,aespa
2024-10-24,3,Mantra,제니 (JENNIE)
2024-10-24,4,UP (KARINA Solo),aespa
2024-10-24,5,내 이름 맑음,QWER
2024-10-24,6,HAPPY,DAY6 (데이식스)
2024-10-24,7,Unconditional,재현 (JAEHYUN)
2024-10-24,8,Supernova,aespa
2024-10-24,9,Drowning,WOODZ
2024-10-24,10,녹아내려요,DAY6 (데이식스)
2024-10-24,11,Welcome to the Show,DAY6 (데이식스)
2024-10-24,12,내게 사랑이 뭐냐고 물어본다면,로이킴
2024-10-24,13,달랐을까,PLAVE
2024-10-24,14,"LOVE, MONEY, FAME (feat. DJ Khaled)",세븐틴(SEVENTEEN)
2024-10-24,15,Supersonic,프로미스나인
2024-10-24,16,Cherish (My Love),아일릿(ILLIT)
2024-10-24,17,고민중독,QWER
2024-10-24,18,Supernatural,NewJeans
2024-10-24,19,한 페이지가 될 수 있게,DAY6 (데이식스)
2024-10-24,20,MEOW,MEOVV (미야오)
2024-10-24,21,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU(악뮤)
2024-10-24,22,How Sweet,NewJeans
2024-10-24,23,네모네모,YENA (최예나)
2024-10-24,24,Armageddon,aespa
2024-10-24,25,청춘만화,이무진
2024-10-24,26,소나기,이클립스 (ECLIPSE)
2024-10-24,27,예뻤어,DAY6 (데이식스)
2024-10-24,28,Small girl (feat. 도경수(D.O.)),이영지
2024-10-24,29,Sticky,KISS OF LIFE
2024-10-24,30,SOS,FIFTY FIFTY
2024-10-24,31,나는 아픈 건 딱 질색이니까,(여자)아이들
2024-10-24,32,첫 만남은 계획대로 되지 않아,TWS (투어스)
2024-10-24,33,천상연,이창섭
2024-10-24,34,Magnetic,아일릿(ILLIT)
2024-10-24,35,Bubble Gum,NewJeans
2024-10-24,36,클락션 (Klaxon),(여자)아이들
2024-10-24,37,Love wins all,아이유(IU)
2024-10-24,38,Gravity,FIFTY FIFTY
2024-10-24,39,별별별 (See that?),NMIXX
2024-10-24,40,그리운건 그대일까 그때일까 (A Sleepless Night),씨엔블루(CNBLUE)
2024-10-24,41,Love me or Leave me,DAY6 (데이식스)
2024-10-24,42,에피소드,이무진
2024-10-24,43,해야 (HEYA),IVE (아이브)
2024-10-24,44,Hype Boy,NewJeans
2024-10-24,45,Bloom,볼빨간사춘기
2024-10-24,46,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션(Nerd Connection)
2024-10-24,47,Congratulations,DAY6 (데이식스)
2024-10-24,48,Ditto,NewJeans
2024-10-24,49,밤양갱,비비(BIBI)
2024-10-24,50,I AM,IVE (아이브)
2024-10-24,51,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴(Paul Kim)
2024-10-24,52,그녀가 웃었다,DAY6 (데이식스)
2024-10-24,53,주저하는 연인들을 위해,잔나비
2024-10-24,54,Touch,KATSEYE
2024-10-24,55,Cruel Summer,Taylor Swift(테일러 스위프트)
2024-10-24,56,비의 랩소디,임재현
2024-10-24,57,Flowers,aespa
2024-10-24,58,너의 모든 순간,성시경
2024-10-24,59,To. X,태연 (TAEYEON)
2024-10-24,60,숲,최유리
2024-10-24,61,슬픈 초대장,순순희 (지환)
2024-10-24,62,ETA,NewJeans
2024-10-24,63,Attention,NewJeans
2024-10-24,64,Boom Boom Bass,RIIZE
2024-10-24,65,아직 거기 살아,DAY6 (데이식스)
2024-10-24,66,헤어지자 말해요,박재정
2024-10-24,67,인사,범진
2024-10-24,68,Kill It,aespa
2024-10-24,69,CRAZY,LE SSERAFIM (르세라핌)
2024-10-24,70,SPOT! (feat. JENNIE),지코 (ZICO)
2024-10-24,71,Super Shy,NewJeans
2024-10-24,72,태양물고기,윤하(Younha/ユンナ)
2024-10-24,73,Live My Life,aespa
2024-10-24,74,내가 S면 넌 나의 N이 되어줘,TWS (투어스)
2024-10-24,75,사건의 지평선,윤하(Younha/ユンナ)
2024-10-24,76,미안해 미워해 사랑해,Crush
2024-10-24,77,청혼하지 않을 이유를 못 찾았어,이무진
2024-10-24,78,Steal The Show (From “엘리멘탈”),Lauv(라우브)
2024-10-24,79,Drama,aespa
2024-10-24,80,사랑인가 봐,멜로망스(MeloMance)
2024-10-24,81,Girls Never Die,tripleS (트리플에스)
2024-10-24,82,Cosmic,Red Velvet (레드벨벳)
2024-10-24,83,Blue Moon,엔플라잉(N.Flying)
2024-10-24,84,Spicy,aespa
2024-10-24,85,Dangerously,Charlie Puth(찰리 푸스)
2024-10-24,86,오래된 노래,허각
2024-10-24,87,LOVE DIVE,IVE (아이브)
2024-10-24,88,Love Lee,AKMU(악뮤)
2024-10-24,89,After LIKE,IVE (아이브)
2024-10-24,90,"Flights, Not Feelings",aespa
2024-10-24,91,OMG,NewJeans
2024-10-24,92,Get A Guitar,RIIZE
2024-10-24,93,사랑은 늘 도망가,임영웅
2024-10-24,94,MANIAC,VIVIZ (비비지)
2024-10-24,95,New Jeans,NewJeans
2024-10-24,96,Seven (feat. Latto) - Clean Ver.,정국
2024-10-24,97,I Don’t Think That I Like Her,Charlie Puth(찰리 푸스)
2024-10-24,98,Just Another Girl,aespa
2024-10-24,99,그랬나봐,유회승 (엔플라잉)
2024-10-24,100,Pink Hoodie,aespa
2024-10-25,1,APT.,로제(ROSÉ)
2024-10-25,2,Whiplash,aespa
2024-10-25,3,Mantra,제니 (JENNIE)
2024-10-25,4,UP (KARINA Solo),aespa
2024-10-25,5,내 이름 맑음,QWER
2024-10-25,6,HAPPY,DAY6 (데이식스)
2024-10-25,7,Supernova,aespa
2024-10-25,8,Drowning,WOODZ
2024-10-25,9,녹아내려요,DAY6 (데이식스)
2024-10-25,10,달랐을까,PLAVE
2024-10-25,11,Welcome to the Show,DAY6 (데이식스)
2024-10-25,12,내게 사랑이 뭐냐고 물어본다면,로이킴
2024-10-25,13,"LOVE, MONEY, FAME (feat. DJ Khaled)",세븐틴(SEVENTEEN)
2024-10-25,14,고민중독,QWER
2024-10-25,15,한 페이지가 될 수 있게,DAY6 (데이식스)
2024-10-25,16,Supernatural,NewJeans
2024-10-25,17,Supersonic,프로미스나인
2024-10-25,18,Cherish (My Love),아일릿(ILLIT)
2024-10-25,19,How Sweet,NewJeans
2024-10-25,20,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU(악뮤)
2024-10-25,21,MEOW,MEOVV (미야오)
2024-10-25,22,네모네모,YENA (최예나)
2024-10-25,23,Armageddon,aespa
2024-10-25,24,청춘만화,이무진
2024-10-25,25,Small girl (feat. 도경수(D.O.)),이영지
2024-10-25,26,소나기,이클립스 (ECLIPSE)
2024-10-25,27,Sticky,KISS OF LIFE
2024-10-25,28,예뻤어,DAY6 (데이식스)
2024-10-25,29,SOS,FIFTY FIFTY
2024-10-25,30,나는 아픈 건 딱 질색이니까,(여자)아이들
2024-10-25,31,첫 만남은 계획대로 되지 않아,TWS (투어스)
2024-10-25,32,Magnetic,아일릿(ILLIT)
2024-10-25,33,천상연,이창섭
2024-10-25,34,클락션 (Klaxon),(여자)아이들
2024-10-25,35,Bubble Gum,NewJeans
2024-10-25,36,Love wins all,아이유(IU)
2024-10-25,37,에피소드,이무진
2024-10-25,38,해야 (HEYA),IVE (아이브)
2024-10-25,39,별별별 (See that?),NMIXX
2024-10-25,40,밤양갱,비비(BIBI)
2024-10-25,41,I'll Be There,진(Jin)
2024-10-25,42,Ditto,NewJeans
2024-10-25,43,Love me or Leave me,DAY6 (데이식스)
2024-10-25,44,그리운건 그대일까 그때일까 (A Sleepless Night),씨엔블루(CNBLUE)
2024-10-25,45,Gravity,FIFTY FIFTY
2024-10-25,46,Congratulations,DAY6 (데이식스)
2024-10-25,47,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴(Paul Kim)
2024-10-25,48,Hype Boy,NewJeans
2024-10-25,49,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션(Nerd Connection)
2024-10-25,50,I AM,IVE (아이브)
2024-10-25,51,Unconditional,재현 (JAEHYUN)
2024-10-25,52,주저하는 연인들을 위해,잔나비
2024-10-25,53,비의 랩소디,임재현
2024-10-25,54,ETA,NewJeans
2024-10-25,55,그녀가 웃었다,DAY6 (데이식스)
2024-10-25,56,Attention,NewJeans
2024-10-25,57,Cruel Summer,Taylor Swift(테일러 스위프트)
2024-10-25,58,숲,최유리
2024-10-25,59,To. X,태연 (TAEYEON)
2024-10-25,60,너의 모든 순간,성시경
2024-10-25,61,Touch,KATSEYE
2024-10-25,62,SPOT! (feat. JENNIE),지코 (ZICO)
2024-10-25,63,슬픈 초대장,순순희 (지환)
2024-10-25,64,아직 거기 살아,DAY6 (데이식스)
2024-10-25,65,Boom Boom Bass,RIIZE
2024-10-25,66,헤어지자 말해요,박재정
2024-10-25,67,인사,범진
2024-10-25,68,내가 S면 넌 나의 N이 되어줘,TWS (투어스)
2024-10-25,69,Live My Life,aespa
2024-10-25,70,태양물고기,윤하(Younha/ユンナ)
2024-10-25,71,Super Shy,NewJeans
2024-10-25,72,미안해 미워해 사랑해,Crush
2024-10-25,73,Flowers,aespa
2024-10-25,74,CRAZY,LE SSERAFIM (르세라핌)
2024-10-25,75,청혼하지 않을 이유를 못 찾았어,이무진
2024-10-25,76,사랑인가 봐,멜로망스(MeloMance)
2024-10-25,77,Girls Never Die,tripleS (트리플에스)
2024-10-25,78,After LIKE,IVE (아이브)
2024-10-25,79,Drama,aespa
2024-10-25,80,Kill It,aespa
2024-10-25,81,사건의 지평선,윤하(Younha/ユンナ)
2024-10-25,82,Steal The Show (From “엘리멘탈”),Lauv(라우브)
2024-10-25,83,Spicy,aespa
2024-10-25,84,Dangerously,Charlie Puth(찰리 푸스)
2024-10-25,85,오래된 노래,허각
2024-10-25,86,Seven (feat. Latto) - Clean Ver.,정국
